age,balance,day,duration,campaign,pdays,previous,do_not_disturb,total_contacts,contacted_before,previous_success,contact_intensity,engagement_score,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_married,marital_single,education_secondary,education_tertiary,default_yes,housing_yes,loan_yes,contact_telephone,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,poutcome_other,poutcome_success
-1.660895346059383,-0.18834681649266255,-0.5663083424985461,-0.6957882929204607,-0.6537736592607221,-1.6732145855124905,-0.8519189241160019,-0.29655012464661656,-0.9828343506406142,0.4608984493917067,-0.25635787596323945,0.93301609780332,-0.7756729603682082,-0.3176750402418492,3.1400204627975485,-0.318865904055822,-0.33448953983422697,-0.3172774575906105,-0.3031529792768068,-0.31046907436939647,-0.3051967717068115,-0.3176750402418492,-0.3216337604513384,-1.0990503553216564,1.4926405428573797,0.9190945649767033,-0.6100923642920062,-0.1495467059229195,-1.1163061622261397,2.2719475847793227,-0.32946173471593376,-0.3164813423634576,-0.29903764544088873,-0.2919525046621819,3.267848239558918,-0.30151134457776363,-0.29237250639656226,-0.30151134457776363,-0.29738085706659045,-0.3076374830553255,-0.3047887380849036,-0.3076374830553255,-0.22891218687652254,-0.25635787596323945
-0.21198380758704952,-0.41564529191601257,-1.1843520976695299,-0.001509302153840479,-0.6537736592607221,1.369791492419282,-1.436175365858652,-0.29655012464661656,-1.262545300662845,-2.1696753402399134,-0.25635787596323945,-0.18380274203733005,-1.0611529641841413,3.147870853305597,-0.31846926217451044,-0.318865904055822,-0.33448953983422697,-0.3172774575906105,-0.3031529792768068,-0.31046907436939647,-0.3051967717068115,-0.3176750402418492,-0.3216337604513384,0.9098764175435189,-0.6699536635161255,0.9190945649767033,-0.6100923642920062,-0.1495467059229195,0.8958115916925499,-0.440150999388981,-0.32946173471593376,-0.3164813423634576,-0.29903764544088873,-0.2919525046621819,-0.3060117626928037,-0.30151134457776363,-0.29237250639656226,-0.30151134457776363,-0.29738085706659045,-0.3076374830553255,3.280961121737491,-0.3076374830553255,-0.22891218687652254,-0.25635787596323945
-0.5017661152815163,-0.823203629180167,-1.678787101806317,-1.1848021907647759,0.936432869801539,-0.42678554229184923,-0.2676624823733516,-0.29655012464661656,0.6954313494927719,0.4608984493917067,-0.25635787596323945,-0.12820106089711947,0.22350705298755755,-0.3176750402418492,-0.31846926217451044,-0.318865904055822,-0.33448953983422697,-0.3172774575906105,-0.3031529792768068,-0.31046907436939647,-0.3051967717068115,3.147870853305597,-0.3216337604513384,0.9098764175435189,-0.6699536635161255,-1.0880273239624123,1.6390960754941917,-0.1495467059229195,0.8958115916925499,-0.440150999388981,-0.32946173471593376,-0.3164813423634576,-0.29903764544088873,-0.2919525046621819,3.267848239558918,-0.30151134457776363,-0.29237250639656226,-0.30151134457776363,-0.29738085706659045,-0.3076374830553255,-0.3047887380849036,-0.3076374830553255,-0.22891218687652254,-0.25635787596323945
-0.5983602178463384,-0.21663577291293476,1.1642141719802086,-0.2731836898451267,1.2544741756139912,-0.4869579788611216,-0.2676624823733516,-0.29655012464661656,0.9751422995150029,0.4608984493917067,-0.25635787596323945,-0.11688425819870432,0.36624705489552406,-0.3176750402418492,-0.31846926217451044,-0.318865904055822,-0.33448953983422697,-0.3172774575906105,-0.3031529792768068,3.2209327194057296,-0.3051967717068115,-0.3176750402418492,-0.3216337604513384,-1.0990503553216564,1.4926405428573797,-1.0880273239624123,-0.6100923642920062,-0.1495467059229195,0.8958115916925499,-0.440150999388981,-0.32946173471593376,-0.3164813423634576,-0.29903764544088873,-0.2919525046621819,-0.3060117626928037,-0.30151134457776363,-0.29237250639656226,-0.30151134457776363,-0.29738085706659045,-0.3076374830553255,-0.3047887380849036,-0.3076374830553255,-0.22891218687652254,-0.25635787596323945
-0.6949543204111607,-1.664306670652679,-1.060743346635333,-0.36977902769091736,-1.2898562708856265,-0.09153910997733194,0.3165939593692987,-0.29655012464661656,-0.9828343506406142,0.4608984493917067,-0.25635787596323945,-0.1844068632994148,-0.6329329584602417,-0.3176750402418492,-0.31846926217451044,-0.318865904055822,-0.33448953983422697,-0.3172774575906105,-0.3031529792768068,3.2209327194057296,-0.3051967717068115,-0.3176750402418492,-0.3216337604513384,-1.0990503553216564,1.4926405428573797,0.9190945649767033,-0.6100923642920062,-0.1495467059229195,0.8958115916925499,-0.440150999388981,-0.32946173471593376,-0.3164813423634576,-0.29903764544088873,-0.2919525046621819,-0.3060117626928037,3.3166247903554,-0.29237250639656226,-0.30151134457776363,-0.29738085706659045,-0.3076374830553255,-0.3047887380849036,-0.3076374830553255,-0.22891218687652254,-0.25635787596323945
-1.1779248332352719,-2.169231648619166,-1.678787101806317,0.5780627249209034,1.5725154814264435,0.3468600707416522,-0.8519189241160019,-0.29655012464661656,0.9751422995150029,0.4608984493917067,-0.25635787596323945,-0.1444396498168632,-0.2760829536903253,-0.3176750402418492,-0.31846926217451044,3.136114546210421,-0.33448953983422697,-0.3172774575906105,-0.3031529792768068,-0.31046907436939647,-0.3051967717068115,-0.3176750402418492,-0.3216337604513384,-1.0990503553216564,-0.6699536635161255,0.9190945649767033,-0.6100923642920062,-0.1495467059229195,0.8958115916925499,2.2719475847793227,-0.32946173471593376,3.1597439284479756,-0.29903764544088873,-0.2919525046621819,-0.3060117626928037,-0.30151134457776363,-0.29237250639656226,-0.30151134457776363,-0.29738085706659045,-0.3076374830553255,-0.3047887380849036,-0.3076374830553255,-0.22891218687652254,-0.25635787596323945
0.7539572180611728,-0.0067711892369618125,0.29895291474083124,-1.3296951975334619,-0.9718149650731743,1.275234806381854,-0.2676624823733516,-0.29655012464661656,-0.9828343506406142,0.4608984493917067,-0.25635787596323945,-0.18665756803343844,-0.6329329584602417,-0.3176750402418492,-0.31846926217451044,-0.318865904055822,-0.33448953983422697,-0.3172774575906105,-0.3031529792768068,-0.31046907436939647,-0.3051967717068115,-0.3176750402418492,3.1091263510296048,-1.0990503553216564,1.4926405428573797,-1.0880273239624123,1.6390960754941917,-0.1495467059229195,0.8958115916925499,-0.440150999388981,-0.32946173471593376,-0.3164813423634576,-0.29903764544088873,-0.2919525046621819,-0.3060117626928037,3.3166247903554,-0.29237250639656226,-0.30151134457776363,-0.29738085706659045,-0.3076374830553255,-0.3047887380849036,-0.3076374830553255,-0.22891218687652254,-0.25635787596323945
-1.1779248332352719,0.4060502096867781,1.0406054209460118,2.2201834682993447,-0.6537736592607221,-0.452573729392966,1.4851068428545993,-0.29655012464661656,0.13600944944830984,0.4608984493917067,-0.25635787596323945,-0.16547864993561828,0.36624705489552406,-0.3176750402418492,-0.31846926217451044,-0.318865904055822,2.989630110692252,-0.3172774575906105,-0.3031529792768068,-0.31046907436939647,-0.3051967717068115,-0.3176750402418492,-0.3216337604513384,-1.0990503553216564,1.4926405428573797,-1.0880273239624123,1.6390960754941917,-0.1495467059229195,-1.1163061622261397,-0.440150999388981,-0.32946173471593376,-0.3164813423634576,-0.29903764544088873,-0.2919525046621819,-0.3060117626928037,-0.30151134457776363,-0.29237250639656226,-0.30151134457776363,-0.29738085706659045,-0.3076374830553255,-0.3047887380849036,-0.3076374830553255,-0.22891218687652254,-0.25635787596323945
-1.612598294776972,0.1257921763138487,0.42256166577502796,0.7169185230742274,-0.017691047635817667,1.4987324279248655,-1.436175365858652,3.3721112111878155,-0.7031234006183832,-2.1696753402399134,-0.25635787596323945,-0.17825425626056607,-1.0611529641841413,-0.3176750402418492,-0.31846926217451044,-0.318865904055822,2.989630110692252,-0.3172774575906105,-0.3031529792768068,-0.31046907436939647,-0.3051967717068115,-0.3176750402418492,-0.3216337604513384,-1.0990503553216564,1.4926405428573797,-1.0880273239624123,-0.6100923642920062,-0.1495467059229195,-1.1163061622261397,-0.440150999388981,-0.32946173471593376,-0.3164813423634576,-0.29903764544088873,-0.2919525046621819,-0.3060117626928037,-0.30151134457776363,3.420294241496292,-0.30151134457776363,-0.29738085706659045,-0.3076374830553255,-0.3047887380849036,-0.3076374830553255,-0.22891218687652254,-0.25635787596323945
1.4301159360149285,-1.467928682479394,-0.31909084043015257,2.4375229784523733,1.5725154814264435,0.9743726235354924,-0.2676624823733516,-0.29655012464661656,1.2548532495372338,0.4608984493917067,-0.25635787596323945,-0.1566022252405447,0.5089870568034907,-0.3176750402418492,-0.31846926217451044,-0.318865904055822,-0.33448953983422697,-0.3172774575906105,3.2986645962892145,-0.31046907436939647,-0.3051967717068115,-0.3176750402418492,-0.3216337604513384,0.9098764175435189,-0.6699536635161255,-1.0880273239624123,1.6390960754941917,-0.1495467059229195,0.8958115916925499,-0.440150999388981,-0.32946173471593376,-0.3164813423634576,3.3440605731283144,-0.2919525046621819,-0.3060117626928037,-0.30151134457776363,-0.29237250639656226,-0.30151134457776363,-0.29738085706659045,-0.3076374830553255,-0.3047887380849036,-0.3076374830553255,-0.22891218687652254,-0.25635787596323945
0.07779850010741718,-0.2567666180672744,0.5461704168092247,-0.9191650116888517,1.5725154814264435,-0.10873123471140976,-0.2676624823733516,-0.29655012464661656,1.2548532495372338,0.4608984493917067,-0.25635787596323945,-0.12962742804591038,0.5089870568034907,-0.3176750402418492,-0.31846926217451044,-0.318865904055822,-0.33448953983422697,-0.3172774575906105,-0.3031529792768068,-0.31046907436939647,-0.3051967717068115,3.147870853305597,-0.3216337604513384,-1.0990503553216564,1.4926405428573797,0.9190945649767033,-0.6100923642920062,-0.1495467059229195,0.8958115916925499,-0.440150999388981,3.0352538538723257,-0.3164813423634576,-0.29903764544088873,-0.2919525046621819,-0.3060117626928037,-0.30151134457776363,-0.29237250639656226,-0.30151134457776363,-0.29738085706659045,3.250579188427958,-0.3047887380849036,-0.3076374830553255,-0.22891218687652254,-0.25635787596323945
